OBJECTID,ZONING_,ZONING_REP,ZONING_DET,PD_Type,SDD,SDD_SECTIO,Comment,Applicatio,Resolution,Ordinance,OrdinanceU,Zoning
912,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
913,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
914,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
915,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
916,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
917,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
918,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
919,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
920,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
921,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
922,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
923,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
924,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
925,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
926,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
927,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
928,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
929,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
930,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
931,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
932,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
933,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
934,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
935,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
936,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
937,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
938,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
939,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
940,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
941,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
942,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
943,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
944,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
945,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
946,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
947,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
948,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
949,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
950,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
951,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
952,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
953,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
954,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
955,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
956,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
957,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
958,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
959,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
960,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
961,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
962,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
963,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
964,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
965,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
966,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
967,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
968,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
969,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
970,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
971,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
972,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
973,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
974,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
975,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
976,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
977,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
978,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
979,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
980,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
981,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
982,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
983,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
984,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
985,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
986,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
987,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
988,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
989,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
990,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
991,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
992,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
993,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
994,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
995,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
996,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
997,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
998,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
999,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1000,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1001,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1002,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1003,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1004,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1005,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1006,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1007,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1008,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1009,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1010,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1011,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1012,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1013,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1014,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1015,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1016,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1017,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1018,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1019,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1020,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1021,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1022,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1023,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1024,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1025,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1026,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1027,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1028,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1029,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1030,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1031,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1032,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1033,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1034,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1035,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1036,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1037,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1038,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1039,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1040,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1041,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1042,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1043,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1044,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1045,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1046,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1047,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1048,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1049,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1050,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1051,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1052,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1053,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1054,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1055,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1056,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1057,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1058,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1059,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1060,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1061,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1062,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1063,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1064,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1065,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1066,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1067,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1068,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1069,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1070,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1071,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1072,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1073,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1074,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1075,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1076,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1077,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1078,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1079,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1080,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1081,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1082,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1083,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1084,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1085,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1086,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1087,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1088,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1089,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1090,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1091,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1092,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1093,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1094,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1095,RM,Medium Density Residential,Medium Density Residential,NA,SD1,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1096,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1097,RM,Medium Density Residential,Medium Density Residential,NA,SD4,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1098,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1099,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1100,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1101,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1102,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1103,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1104,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1105,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1106,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1107,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1108,RM,Medium Density Residential,Medium Density Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1109,RM,Medium Density Residential,Medium Density Residential,NA,SD4,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,2
1110,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1111,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1112,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1113,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1114,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1115,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1116,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1117,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1118,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1119,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1120,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1121,RM,Medium Density Residential,Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
1122,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1123,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1124,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1125,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1126,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1127,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1128,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
1129,RMB3.5,Medium Density Residential,"Medium Density Residential - Min. Lot Area - 3,500 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,2
